gene_id,D20,D21,D22,L7,L8,L9,R13B,R15B,R33,S4,S5,S7
Pastreoides07287,0,13,13,68,75,88,17,0,0,167,114,112
Pastreoides55844,0,48,88,470,472,494,106,40,12,450,220,640
Pastreoides17072,0,318,578,1588,1900,2391,730,147,50,2523,1252,2555
Pastreoides50843,0,16,58,0,0,0,225,12,13,13,0,0
Pastreoides50840,0,0,0,65,87,354,799,14,53,22,0,27
Pastreoides50841,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides50846,0,74,201,13,20,39,859,84,65,75,21,51
Pastreoides17077,0,34,30,243,883,252,42,4,0,637,323,475
Pastreoides50844,0,0,0,0,9,0,231,11,6,0,0,0
Pastreoides50845,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides17078,0,0,15,243,752,235,35,0,0,497,229,427
Pastreoides50849,0,3,5,22,21,42,7,2,0,32,18,27
Pastreoides55849,0,2,2,4,4,8,2,1,1,4,2,3
Pastreoides28872,0,12,3,5,0,0,30,0,2,10,0,0
Pastreoides55848,0,0,0,0,0,4,0,0,0,0,0,2
Pastreoides28449,0,1,0,1,3,2,2,2,0,3,2,0
Pastreoides54164,0,1,6,2,2,28,40,10,0,3,1,17
Pastreoides53795,0,44,70,253,233,410,152,42,6,402,233,804
Pastreoides53794,51,530,766,5252,5782,7869,1502,565,228,5610,3493,10673
Pastreoides53793,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides12132,0,4,3,6,5,8,4,2,1,3,1,1
Pastreoides54163,0,0,0,0,0,9,10,0,0,0,0,12
Pastreoides54162,0,0,0,0,0,29,0,0,0,0,0,0
Pastreoides28441,0,1,0,7,0,0,3,0,0,4,0,3
Pastreoides28440,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides28443,0,0,3,29,40,10,14,2,2,7,2,10
Pastreoides28442,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides28445,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides28444,0,4,3,0,0,0,0,0,2,0,0,0
Pastreoides53799,0,15,0,9,21,0,114,49,6,36,34,29
Pastreoides28446,0,0,4,0,0,0,0,0,0,0,0,0
Pastreoides09898,0,0,0,11,0,3,0,0,0,6,15,0
Pastreoides23621,0,0,0,0,0,0,10,0,0,0,0,3
Pastreoides50918,0,35,63,579,898,1101,176,35,0,1112,781,1413
Pastreoides43207,0,0,6,31,0,125,0,0,0,15,0,26
Pastreoides50919,7,7,4,86,60,91,21,3,3,89,51,108
Pastreoides17856,0,8,21,13,0,0,99,11,8,5,9,44
Pastreoides21309,5,73,91,433,464,820,78,36,5,898,485,1196
Pastreoides38530,27,504,343,372,366,552,563,183,69,498,321,549
Pastreoides12138,0,213,234,659,1278,1383,535,79,46,1627,797,1696
Pastreoides23625,13,81,84,1441,1379,1436,352,116,30,1398,710,1425
Pastreoides09893,45,1281,2609,11670,11331,16464,3380,622,122,14337,7932,15703
Pastreoides59498,0,2,2,5,5,2,3,3,0,5,3,6
Pastreoides59499,0,0,2,0,0,0,1,0,0,0,0,0
Pastreoides09892,2,173,210,1825,2318,4458,223,77,50,3529,2500,5656
Pastreoides59492,1,25,14,29,30,18,31,11,4,21,12,32
Pastreoides59493,0,0,0,14,20,10,0,0,0,7,0,0
Pastreoides59490,0,0,0,79,77,58,23,0,0,101,45,85
Pastreoides59491,0,3,10,124,119,221,39,8,0,276,137,255
Pastreoides59496,0,3,1,8,5,3,3,3,0,8,2,5
Pastreoides59497,0,2,3,0,0,0,7,2,4,0,0,3
Pastreoides59494,0,0,0,0,0,0,2,1,0,0,1,0
Pastreoides59495,0,0,1,0,0,2,2,0,0,0,0,0
Pastreoides09890,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides06728,0,0,0,1,2,0,6,0,0,1,0,0
Pastreoides19209,0,0,0,6,0,0,13,0,0,4,0,0
Pastreoides03538,0,0,0,0,394,0,0,0,0,0,0,0
Pastreoides03539,0,51,70,1023,1143,738,156,62,0,800,545,983
Pastreoides06724,0,269,332,1893,2151,1835,532,347,71,1145,649,917
Pastreoides06725,0,0,61,383,529,371,73,107,30,439,247,225
Pastreoides03534,0,0,8,0,0,0,14,5,4,0,0,0
Pastreoides06727,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides06720,0,33,179,47,111,84,433,75,23,176,122,216
Pastreoides03533,0,57,39,713,724,387,153,37,5,352,179,399
Pastreoides21221,43,889,1464,5369,4311,4574,2818,951,247,3122,2118,3971
Pastreoides50911,0,16,7,113,113,19,18,5,2,64,28,20
Pastreoides36918,0,5,11,86,106,70,7,0,0,69,25,73
Pastreoides19207,0,0,0,17,25,11,4,0,0,9,7,12
Pastreoides46344,0,170,263,657,647,738,473,231,74,698,490,1115
Pastreoides46345,0,67,75,33,20,59,121,40,7,56,55,81
Pastreoides46342,0,67,199,109,206,484,350,179,22,904,570,822
Pastreoides46343,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides46340,0,20,46,14,16,0,131,60,17,14,6,26
Pastreoides46341,0,121,133,519,387,579,674,170,89,417,310,414
Pastreoides36910,14,64,173,215,258,471,346,87,7,388,183,325
Pastreoides36911,25,314,539,1051,937,1417,992,242,25,1312,701,1298
Pastreoides36912,4,177,180,7512,8573,8539,582,128,58,10271,6630,10678
Pastreoides36913,0,8,0,39,44,50,0,0,0,54,24,67
Pastreoides36914,0,2,4,43,42,29,11,3,0,14,26,22
Pastreoides36915,0,0,0,34,0,0,0,0,0,0,0,0
Pastreoides36916,0,13,5,13,55,35,17,7,2,24,19,13
Pastreoides46349,0,22,6,31,36,66,0,4,0,53,37,81
Pastreoides01974,0,94,56,233,245,235,85,18,5,236,158,303
Pastreoides01975,0,125,86,1157,902,1043,180,121,0,1269,766,1459
Pastreoides01976,0,6,5,2,2,0,3,0,0,9,5,0
Pastreoides01977,0,16,0,28,15,0,14,4,0,17,17,15
Pastreoides01970,52,1119,1282,7376,9205,21730,1340,460,141,16949,10790,29174
Pastreoides01971,0,11,0,77,15,22,13,0,0,24,0,39
Pastreoides01972,0,0,23,187,57,83,35,23,8,130,43,123
Pastreoides01973,0,67,120,700,704,585,204,48,7,720,505,891
Pastreoides13994,0,0,2,0,0,0,0,0,0,0,0,0
Pastreoides01979,0,9,10,521,485,429,65,64,41,604,307,450
Pastreoides08612,22,325,550,2432,1865,1737,899,225,47,1251,956,2159
Pastreoides08613,0,0,12,225,189,631,7,3,0,501,438,462
Pastreoides08610,0,17,4,22,19,23,50,0,5,19,22,42
Pastreoides05267,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides05260,0,0,0,4,0,0,0,2,0,0,0,0
Pastreoides08617,20,157,476,1970,1264,1146,537,111,13,1149,705,2061
Pastreoides08614,0,0,6,144,310,312,13,0,0,242,105,246
Pastreoides05263,0,4,2,0,0,0,1,0,0,0,0,0
Pastreoides08618,9,197,174,349,308,638,142,37,11,694,474,753
Pastreoides08619,0,43,88,564,451,349,86,38,10,403,263,500
Pastreoides05268,0,0,0,0,17,0,0,0,0,8,0,2
Pastreoides05269,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides14796,0,43,44,275,355,418,158,73,14,346,220,367
Pastreoides14797,0,25,43,146,162,26,106,13,6,97,41,125
Pastreoides14794,0,53,137,1441,2081,3926,238,57,29,7149,4014,7788
Pastreoides14795,0,115,114,1785,2765,3941,263,49,31,7609,4646,7818
Pastreoides14792,0,199,230,235,357,456,348,32,26,507,291,432
Pastreoides14793,0,41,78,0,0,0,130,6,11,0,0,0
Pastreoides14790,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides14791,0,265,466,2661,3985,7702,576,435,186,12967,7329,8314
Pastreoides43327,0,0,0,0,10,0,0,0,0,11,3,11
Pastreoides14798,0,0,0,2,5,1,0,0,0,1,1,1
Pastreoides44110,0,325,408,543,519,885,464,81,24,566,320,606
Pastreoides33980,5,59,84,1271,1492,783,7,0,0,833,483,995
Pastreoides16302,0,13,21,119,115,117,53,14,10,148,116,165
Pastreoides16301,0,158,135,2028,2555,3002,401,137,20,2221,1409,1554
Pastreoides33983,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides33984,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides33985,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides33986,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides16304,11,316,392,1989,2543,1439,345,190,28,1030,555,756
Pastreoides33988,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides33989,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides16309,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides16308,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides21031,0,21,15,7,7,10,11,6,6,17,14,17
Pastreoides29845,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides24042,0,5,10,149,151,54,51,14,4,239,136,230
Pastreoides18566,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides21037,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides21036,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides47767,0,102,123,628,635,397,596,28,19,947,406,1320
Pastreoides47766,0,0,0,0,0,0,0,0,0,0,1,0
Pastreoides47765,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides47764,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides47763,0,2,0,4,2,1,2,1,1,2,3,1
Pastreoides21035,0,0,0,0,0,0,2,0,0,0,0,0
Pastreoides47761,0,2,1,3,4,5,15,2,1,1,1,2
Pastreoides47760,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides21034,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides47769,0,6,7,50,92,65,14,3,0,60,29,57
Pastreoides47768,23,527,1317,695,645,655,2087,569,153,1030,525,1447
Pastreoides12394,0,241,365,2508,2726,3316,509,141,16,3087,2000,3291
Pastreoides14868,0,11,7,104,16,56,0,0,2,40,9,39
Pastreoides14869,0,12,0,477,168,190,31,4,0,179,158,171
Pastreoides12395,0,80,37,470,463,499,127,73,8,582,313,506
Pastreoides14864,0,14,0,15,8,0,3,2,0,9,4,3
Pastreoides14865,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides14866,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides14867,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides14860,0,45,38,0,0,0,26,0,0,0,0,0
Pastreoides14861,0,16,0,5,3,0,12,0,12,0,0,15
Pastreoides14862,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides14863,0,7,6,0,5,0,20,9,0,3,1,2
Pastreoides28932,0,48,369,4,11,36,79,7,0,60,59,40
Pastreoides43448,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides43449,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides34096,24,573,592,7,9,962,45,28,15,606,634,174
Pastreoides43442,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides52516,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides43440,0,29,50,41,18,65,86,0,0,60,33,55
Pastreoides43441,0,0,0,1,3,2,15,0,0,5,4,8
Pastreoides43446,0,2,1,0,3,0,23,4,0,7,5,1
Pastreoides43447,0,0,0,2,4,0,0,0,0,1,2,0
Pastreoides43444,0,10,0,0,0,0,0,0,0,0,0,0
Pastreoides52517,0,0,0,0,0,0,0,0,0,0,0,1
Pastreoides09563,0,0,0,0,0,0,16,0,0,0,0,0
Pastreoides09562,0,0,0,3,0,0,33,0,0,0,0,0
Pastreoides09561,0,18,72,0,12,0,51,15,0,0,0,0
Pastreoides09560,0,11,66,0,0,0,50,14,0,10,9,19
Pastreoides09567,0,29,47,359,386,237,82,54,5,394,171,317
Pastreoides52514,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides09565,0,83,116,32,14,18,188,39,12,20,26,16
Pastreoides09564,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides34093,0,238,280,1799,1495,1331,504,148,0,1252,759,1590
Pastreoides09569,10,275,357,3205,2848,3579,765,187,21,2680,1547,2545
Pastreoides59763,0,0,0,92,112,53,55,21,0,61,27,133
Pastreoides34092,0,69,151,473,298,561,159,23,6,617,353,846
Pastreoides32161,30,111,396,0,0,28,61,13,4,4,0,0
Pastreoides32160,2,10,6,29,26,14,21,4,1,24,20,36
Pastreoides32163,0,0,0,0,0,0,0,0,0,0,4,0
Pastreoides32162,0,20,21,0,0,0,0,0,0,0,0,0
Pastreoides32165,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides32164,0,0,7,0,0,0,13,0,0,0,0,0
Pastreoides01396,0,0,0,6,9,8,4,0,0,7,2,0
Pastreoides01397,0,0,0,28,62,0,23,3,0,48,8,39
Pastreoides32169,0,0,4,11,16,10,10,0,1,8,5,15
Pastreoides32168,0,0,0,0,0,0,0,0,0,1,2,0
Pastreoides00375,0,0,0,0,14,0,0,0,0,0,0,0
Pastreoides00374,0,0,0,0,0,0,2,0,0,0,0,0
Pastreoides00377,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides00376,0,0,0,9,22,0,0,0,0,0,0,0
Pastreoides00371,0,0,0,0,42,28,50,0,0,24,14,10
Pastreoides00370,0,6,0,23,38,11,8,0,5,20,9,12
Pastreoides00373,0,26,0,16,15,4,47,16,18,104,18,49
Pastreoides35758,0,0,2,7,8,2,9,1,0,1,4,3
Pastreoides35757,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides35756,0,0,5,6,0,0,6,2,0,0,0,0
Pastreoides35755,0,0,3,0,0,0,5,2,0,0,0,0
Pastreoides35754,3,13,0,3,6,0,20,9,0,3,0,6
Pastreoides35753,0,0,0,0,0,0,1,4,0,3,0,0
Pastreoides35752,0,0,0,0,0,0,0,5,0,0,0,0
Pastreoides35751,2,10,4,17,18,6,18,2,2,10,13,5
Pastreoides35750,0,13,5,49,48,19,30,11,0,40,24,25
Pastreoides30981,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30980,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30983,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30982,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30985,0,0,0,6,0,28,3,0,0,9,13,15
Pastreoides30984,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30987,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30986,0,0,5,0,0,0,0,0,0,0,0,0
Pastreoides30989,0,0,0,0,4,0,11,0,0,0,0,0
Pastreoides30988,0,0,0,0,0,0,3,0,0,0,0,0
Pastreoides08396,0,196,163,1309,1373,1240,332,234,43,1398,804,1382
Pastreoides44238,0,19,28,131,152,144,43,6,0,103,53,80
Pastreoides28229,0,32,39,275,457,438,13,19,0,460,248,310
Pastreoides02289,0,69,81,643,644,829,197,54,0,888,559,1220
Pastreoides02288,0,43,49,917,1206,1443,147,47,16,1690,940,1261
Pastreoides07523,0,30,67,468,367,282,112,36,4,282,202,370
Pastreoides28228,0,128,72,49,38,550,310,49,21,310,227,230
Pastreoides02283,0,102,164,90,208,110,87,33,0,121,28,55
Pastreoides44231,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides44232,0,0,0,0,0,0,1,0,0,0,0,0
Pastreoides02280,0,6,21,120,28,56,43,8,3,40,13,31
Pastreoides02287,0,190,402,1254,912,957,631,202,55,1269,662,1830
Pastreoides02286,30,150,370,1024,770,947,549,176,52,952,517,1506
Pastreoides44236,7,17,4,12,18,15,14,5,1,10,5,12
Pastreoides44237,8,14,32,48,60,36,45,30,10,15,10,34
Pastreoides32297,0,42,142,273,279,387,130,17,0,240,154,367
Pastreoides01027,0,0,0,7,5,0,6,0,0,3,0,0
Pastreoides37667,0,9,48,8,0,36,152,38,7,61,47,226
Pastreoides32294,0,74,154,312,402,487,293,29,17,454,253,582
Pastreoides37661,0,132,155,67,152,248,66,10,2,99,92,147
Pastreoides01023,0,13,8,10,13,0,44,0,0,0,7,0
Pastreoides01020,0,11,0,0,5,0,35,5,0,0,0,0
Pastreoides01021,1,6,1,33,48,4,26,4,1,15,6,16
Pastreoides37669,0,0,0,0,0,0,5,0,0,0,0,0
Pastreoides37668,0,21,15,0,0,7,24,8,0,18,7,16
Pastreoides32299,0,5,3,37,25,19,7,18,0,35,11,22
Pastreoides01029,26,763,1466,4580,5133,7158,2391,396,75,6149,3335,7134
Pastreoides50305,0,0,0,1,2,0,0,0,0,0,0,0
Pastreoides40939,0,30,31,140,157,125,50,23,4,52,50,40
Pastreoides40938,0,0,4,0,0,4,12,10,2,0,0,0
Pastreoides45729,0,0,13,0,0,0,0,0,0,0,0,10
Pastreoides45728,0,10,14,30,26,30,25,0,5,24,14,25
Pastreoides50304,0,0,0,591,513,267,9,2,0,157,84,139
Pastreoides40933,6,67,96,239,223,325,155,34,7,207,122,375
Pastreoides40932,0,142,215,628,661,881,345,99,25,596,365,754
Pastreoides40931,0,0,0,10,28,16,9,0,0,7,14,0
Pastreoides40930,0,0,0,28,51,57,0,0,0,16,0,0
Pastreoides45721,0,0,0,0,0,0,12,8,0,0,0,0
Pastreoides45720,0,15,0,9,7,0,78,27,6,8,0,5
Pastreoides40935,0,72,155,615,657,774,288,72,24,799,465,1070
Pastreoides40934,0,46,84,276,273,374,182,60,7,339,167,337
Pastreoides28221,0,0,0,28,0,0,0,0,0,0,0,0
Pastreoides50306,0,3,0,0,191,0,0,0,0,0,0,0
Pastreoides04618,0,144,172,1478,1349,1273,448,230,44,880,510,805
Pastreoides04619,36,3197,6370,21373,21584,23454,5897,6477,1133,22937,12522,19019
Pastreoides04616,0,45,46,0,8,21,11,0,15,39,12,0
Pastreoides04617,15,817,994,1593,1944,3489,1310,434,341,2695,1431,2533
Pastreoides04614,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides04615,0,3,0,0,0,0,1,0,0,0,0,0
Pastreoides04612,0,105,261,1264,1448,1387,345,120,23,1480,942,1402
Pastreoides38475,0,59,36,361,884,644,66,27,6,580,262,411
Pastreoides04610,0,32,10,64,159,336,0,0,0,210,101,214
Pastreoides50300,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20919,0,10,3,0,0,0,0,0,2,3,0,0
Pastreoides20918,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides50303,0,0,13,1558,1081,602,33,0,2,298,166,377
Pastreoides20913,0,25,24,120,184,44,111,22,7,25,24,28
Pastreoides20912,0,0,7,0,8,37,7,0,0,8,0,0
Pastreoides20911,0,0,5,0,0,0,0,0,0,0,0,0
Pastreoides50302,0,0,0,0,0,0,2,0,0,0,0,0
Pastreoides20917,0,0,0,0,0,2,3,0,0,0,0,0
Pastreoides20916,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20915,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20914,0,0,2,1,0,0,0,0,0,0,0,0
Pastreoides03948,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides28227,0,6,9,217,68,86,25,10,0,86,48,135
Pastreoides28226,5,50,71,1316,463,518,232,75,16,575,393,969
Pastreoides41284,0,1,0,7,5,11,0,0,0,4,3,6
Pastreoides05327,34,229,253,2651,1223,1031,239,105,69,1470,989,1079
Pastreoides34400,36,1031,1228,856,1163,881,0,345,84,709,293,732
Pastreoides34401,0,3,0,0,0,0,0,0,0,0,0,0
Pastreoides34402,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides34403,0,0,0,0,0,0,0,0,0,0,0,1
Pastreoides34404,0,1,0,2,2,2,0,0,0,3,2,2
Pastreoides34405,0,0,0,0,0,0,2,0,0,0,0,0
Pastreoides34406,0,4,13,0,0,0,32,25,0,0,0,0
Pastreoides34407,0,63,21,0,0,0,65,62,20,34,31,0
Pastreoides34408,0,0,0,0,0,0,0,1,0,0,0,0
Pastreoides34409,0,158,192,382,394,218,609,100,38,475,278,692
Pastreoides60159,0,0,0,0,1,0,2,0,0,0,0,0
Pastreoides50308,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides03886,0,238,199,801,406,821,128,81,13,777,405,940
Pastreoides03887,0,40,65,270,197,252,49,12,0,245,124,303
Pastreoides03884,0,2,1,3,4,3,5,1,0,7,2,3
Pastreoides03885,34,207,381,1579,1642,1290,514,146,49,1207,630,1444
Pastreoides03882,0,0,4,59,67,45,21,4,1,61,18,33
Pastreoides03883,0,0,1,5,5,3,8,0,0,6,4,3
Pastreoides03880,0,27,30,0,7,19,16,0,2,15,7,14
Pastreoides03881,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides38477,0,0,36,5,8,0,91,0,0,9,0,0
Pastreoides03941,33,217,425,1697,1419,1874,632,173,38,1958,1215,2389
Pastreoides03888,0,0,3,22,17,16,0,2,1,15,13,18
Pastreoides03889,0,58,134,475,458,663,203,40,28,579,310,525
Pastreoides26454,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides26455,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides26456,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides26457,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides26450,0,26,24,331,415,334,109,38,12,395,282,327
Pastreoides26451,0,303,676,2851,2768,3515,1499,582,95,3266,1732,3615
Pastreoides26452,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides36131,0,3,0,26,4,39,8,0,0,15,10,64
Pastreoides59056,0,9,5,2,5,2,4,2,0,3,2,4
Pastreoides46297,0,2,0,0,0,0,0,3,0,3,2,3
Pastreoides26458,0,0,2,0,0,2,3,2,1,2,0,4
Pastreoides26459,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides36138,0,19,19,41,22,91,22,9,0,201,140,227
Pastreoides03946,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides39115,0,5,6,111,114,168,17,2,0,92,44,115
Pastreoides39114,0,0,0,0,0,0,3,0,0,0,0,0
Pastreoides39117,0,52,83,639,772,773,116,46,11,662,334,1084
Pastreoides39116,0,16,65,258,306,265,51,12,0,240,156,373
Pastreoides39111,0,0,0,0,0,0,3,0,0,0,0,0
Pastreoides59054,0,58,119,803,906,843,253,72,31,1008,487,977
Pastreoides39113,0,101,382,5,7,7,328,1550,115,4,2,7
Pastreoides39112,0,22,261,0,0,0,60,19,11,0,0,0
Pastreoides40008,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides59055,0,0,3,1,2,0,8,0,0,0,0,5
Pastreoides39119,0,180,318,1341,1781,1467,543,308,107,1283,753,970
Pastreoides39118,0,185,168,1989,2092,1563,455,124,70,1523,772,1775
Pastreoides16081,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides47491,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides45189,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides45188,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides38868,0,6,4,2,6,1,2,0,0,1,1,1
Pastreoides38869,0,103,165,552,511,391,172,43,9,576,333,724
Pastreoides06262,0,0,10,200,154,204,29,0,0,173,112,166
Pastreoides38862,0,7,0,18,0,32,0,0,0,0,8,17
Pastreoides45180,0,0,0,2,0,0,2,0,0,1,0,0
Pastreoides38860,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides38861,0,0,0,10,0,0,0,3,0,0,0,0
Pastreoides38866,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides38867,0,2,2,6,2,0,25,0,4,0,1,0
Pastreoides45187,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides45186,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides17851,13,3,37,3,0,0,88,14,3,40,8,26
Pastreoides16082,0,29,13,34,0,0,59,13,10,0,6,9
Pastreoides05855,0,8,51,191,390,385,222,68,35,305,176,352
Pastreoides60485,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides60484,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides60489,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides10894,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides38246,0,989,5231,0,18,12,2522,147,100,12,7,24
Pastreoides38247,0,24,0,0,0,0,0,0,0,0,2,0
Pastreoides38244,0,27,74,0,0,0,77,4,0,0,0,0
Pastreoides38245,0,45,218,0,0,0,124,7,0,3,2,0
Pastreoides38242,0,388,1540,128,95,19,1130,142,76,114,41,125
Pastreoides38243,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides38240,15,329,272,0,135,85,327,705,193,213,104,408
Pastreoides38241,0,934,6095,33,17,66,3218,105,91,19,15,42
Pastreoides38248,0,51,46,0,0,0,161,14,0,11,0,0
Pastreoides38249,5,289,365,1244,1371,1473,1055,154,51,1318,787,1783
Pastreoides20434,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides10892,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides16085,0,613,601,5199,5465,4144,964,374,45,3710,2298,4174
Pastreoides24348,0,0,29,207,260,122,76,22,6,180,136,163
Pastreoides24349,0,0,12,96,107,65,33,13,0,106,59,71
Pastreoides24342,0,0,0,0,1,0,0,0,0,0,0,0
Pastreoides24343,0,186,228,2255,2418,2646,314,54,17,2644,1390,1604
Pastreoides24340,0,0,14,969,1501,1703,50,16,4,1993,1144,1463
Pastreoides24341,0,39,37,90,232,257,38,85,13,219,38,125
Pastreoides24346,0,181,199,2560,3008,1772,508,167,23,2037,1219,1627
Pastreoides24347,0,0,18,165,201,137,49,12,0,144,94,146
Pastreoides24344,0,26,83,1108,1317,1146,108,19,0,1143,556,699
Pastreoides24345,0,23,29,650,649,563,59,28,4,547,329,548
Pastreoides30479,0,198,432,1579,1669,1914,507,153,22,1628,847,1720
Pastreoides30478,0,86,100,1380,928,1229,131,72,22,914,547,843
Pastreoides00969,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20435,0,0,12,0,0,0,10,0,0,0,0,0
Pastreoides30471,0,0,9,142,107,127,39,0,0,131,72,152
Pastreoides30470,0,231,338,1497,1877,3240,495,119,0,3123,2179,3595
Pastreoides30473,0,208,590,2878,2541,3938,819,192,48,4091,2568,5417
Pastreoides30472,0,17,35,77,74,134,45,0,0,97,54,139
Pastreoides30475,0,210,333,1258,1424,977,591,144,14,1428,755,1278
Pastreoides30474,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30477,0,296,824,1935,2038,1644,1180,354,42,1159,766,1473
Pastreoides30476,0,0,190,771,1306,920,0,0,0,921,456,463
Pastreoides61709,0,17,0,14,2,0,10,0,0,15,0,48
Pastreoides61708,0,11,5,27,55,0,14,0,0,14,0,9
Pastreoides61705,4,222,425,13,6,31,299,66,58,16,7,13
Pastreoides61704,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides61707,0,16,0,0,0,0,10,4,0,13,4,25
Pastreoides61706,1,66,163,6,2,6,155,17,12,27,5,11
Pastreoides61701,0,70,53,402,473,118,143,43,10,250,159,130
Pastreoides61700,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides61703,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides61702,0,0,0,0,0,0,434,0,162,0,0,0
Pastreoides25439,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides25438,0,4,0,0,2,0,4,0,0,2,2,3
Pastreoides22429,0,2,7,2,2,0,7,2,5,10,2,0
Pastreoides22428,0,0,0,0,0,0,4,0,0,0,0,0
Pastreoides25433,0,82,40,0,17,50,83,30,25,39,18,0
Pastreoides22424,0,15,5,9,9,4,25,12,8,74,49,58
Pastreoides22427,0,0,0,0,0,0,3,0,0,0,0,0
Pastreoides22426,0,6,7,2,3,138,66,17,0,78,33,47
Pastreoides22421,0,12,0,6,6,0,27,0,0,0,0,2
Pastreoides25436,0,23,0,13,0,16,17,0,0,4,0,10
Pastreoides25435,0,0,2,6,4,7,3,0,0,7,2,12
